leto,kdo,komu,tocke
1977,be,fr,4
1977,be,gb,12
1977,be,ie,3
1977,be,mc,2
1977,be,gr,6
1977,be,ch,8
1977,be,be,0
1977,be,de,0
1977,be,es,7
1977,be,fi,0
1977,be,il,1
1977,be,nl,10
1977,be,it,0
1977,be,no,5
1977,be,pt,0
1977,be,lu,0
1977,be,at,0
1977,be,se,0
1977,fi,fr,12
1977,fi,gb,4
1977,fi,ie,0
1977,fi,mc,5
1977,fi,gr,6
1977,fi,ch,10
1977,fi,be,3
1977,fi,de,0
1977,fi,es,7
1977,fi,fi,0
1977,fi,il,0
1977,fi,nl,0
1977,fi,it,2
1977,fi,no,0
1977,fi,pt,0
1977,fi,lu,8
1977,fi,at,1
1977,fi,se,0
1977,fr,fr,0
1977,fr,gb,12
1977,fr,ie,10
1977,fr,mc,5
1977,fr,gr,3
1977,fr,ch,0
1977,fr,be,0
1977,fr,de,1
1977,fr,es,0
1977,fr,fi,4
1977,fr,il,2
1977,fr,nl,8
1977,fr,it,7
1977,fr,no,0
1977,fr,pt,6
1977,fr,lu,0
1977,fr,at,0
1977,fr,se,0
1977,de,fr,12
1977,de,gb,10
1977,de,ie,5
1977,de,mc,6
1977,de,gr,4
1977,de,ch,0
1977,de,be,8
1977,de,de,0
1977,de,es,7
1977,de,fi,0
1977,de,il,0
1977,de,nl,0
1977,de,it,3
1977,de,no,0
1977,de,pt,1
1977,de,lu,0
1977,de,at,0
1977,de,se,2
1977,gr,fr,7
1977,gr,gb,0
1977,gr,ie,10
1977,gr,mc,12
1977,gr,gr,0
1977,gr,ch,6
1977,gr,be,5
1977,gr,de,8
1977,gr,es,4
1977,gr,fi,2
1977,gr,il,0
1977,gr,nl,1
1977,gr,it,0
1977,gr,no,0
1977,gr,pt,0
1977,gr,lu,0
1977,gr,at,3
1977,gr,se,0
1977,ie,fr,10
1977,ie,gb,0
1977,ie,ie,0
1977,ie,mc,5
1977,ie,gr,0
1977,ie,ch,6
1977,ie,be,4
1977,ie,de,1
1977,ie,es,0
1977,ie,fi,12
1977,ie,il,7
1977,ie,nl,3
1977,ie,it,8
1977,ie,no,0
1977,ie,pt,0
1977,ie,lu,2
1977,ie,at,0
1977,ie,se,0
1977,il,fr,10
1977,il,gb,8
1977,il,ie,12
1977,il,mc,2
1977,il,gr,3
1977,il,ch,4
1977,il,be,6
1977,il,de,5
1977,il,es,0
1977,il,fi,7
1977,il,il,0
1977,il,nl,1
1977,il,it,0
1977,il,no,0
1977,il,pt,0
1977,il,lu,0
1977,il,at,0
1977,il,se,0
1977,it,fr,10
1977,it,gb,2
1977,it,ie,8
1977,it,mc,12
1977,it,gr,1
1977,it,ch,4
1977,it,be,0
1977,it,de,6
1977,it,es,7
1977,it,fi,0
1977,it,il,0
1977,it,nl,0
1977,it,it,0
1977,it,no,5
1977,it,pt,3
1977,it,lu,0
1977,it,at,0
1977,it,se,0
1977,lu,fr,10
1977,lu,gb,12
1977,lu,ie,8
1977,lu,mc,1
1977,lu,gr,6
1977,lu,ch,5
1977,lu,be,4
1977,lu,de,2
1977,lu,es,7
1977,lu,fi,0
1977,lu,il,0
1977,lu,nl,0
1977,lu,it,0
1977,lu,no,3
1977,lu,pt,0
1977,lu,lu,0
1977,lu,at,0
1977,lu,se,0
1977,mc,fr,4
1977,mc,gb,12
1977,mc,ie,8
1977,mc,mc,0
1977,mc,gr,10
1977,mc,ch,0
1977,mc,be,0
1977,mc,de,1
1977,mc,es,0
1977,mc,fi,0
1977,mc,il,7
1977,mc,nl,3
1977,mc,it,6
1977,mc,no,0
1977,mc,pt,2
1977,mc,lu,0
1977,mc,at,5
1977,mc,se,0
1977,nl,fr,8
1977,nl,gb,7
1977,nl,ie,1
1977,nl,mc,0
1977,nl,gr,10
1977,nl,ch,0
1977,nl,be,12
1977,nl,de,3
1977,nl,es,6
1977,nl,fi,4
1977,nl,il,5
1977,nl,nl,0
1977,nl,it,0
1977,nl,no,0
1977,nl,pt,2
1977,nl,lu,0
1977,nl,at,0
1977,nl,se,0
1977,no,fr,3
1977,no,gb,7
1977,no,ie,12
1977,no,mc,1
1977,no,gr,4
1977,no,ch,10
1977,no,be,6
1977,no,de,0
1977,no,es,0
1977,no,fi,8
1977,no,il,5
1977,no,nl,0
1977,no,it,0
1977,no,no,0
1977,no,pt,0
1977,no,lu,0
1977,no,at,2
1977,no,se,0
1977,pt,fr,5
1977,pt,gb,12
1977,pt,ie,1
1977,pt,mc,6
1977,pt,gr,10
1977,pt,ch,4
1977,pt,be,7
1977,pt,de,8
1977,pt,es,0
1977,pt,fi,0
1977,pt,il,0
1977,pt,nl,0
1977,pt,it,3
1977,pt,no,2
1977,pt,pt,0
1977,pt,lu,0
1977,pt,at,0
1977,pt,se,0
1977,es,fr,10
1977,es,gb,3
1977,es,ie,4
1977,es,mc,8
1977,es,gr,12
1977,es,ch,0
1977,es,be,0
1977,es,de,5
1977,es,es,0
1977,es,fi,0
1977,es,il,6
1977,es,nl,1
1977,es,it,2
1977,es,no,0
1977,es,pt,0
1977,es,lu,7
1977,es,at,0
1977,es,se,0
1977,se,fr,6
1977,se,gb,8
1977,se,ie,12
1977,se,mc,10
1977,se,gr,7
1977,se,ch,0
1977,se,be,4
1977,se,de,5
1977,se,es,0
1977,se,fi,2
1977,se,il,3
1977,se,nl,0
1977,se,it,0
1977,se,no,1
1977,se,pt,0
1977,se,lu,0
1977,se,at,0
1977,se,se,0
1977,ch,fr,12
1977,ch,gb,0
1977,ch,ie,8
1977,ch,mc,6
1977,ch,gr,1
1977,ch,ch,0
1977,ch,be,0
1977,ch,de,0
1977,ch,es,3
1977,ch,fi,5
1977,ch,il,10
1977,ch,nl,7
1977,ch,it,2
1977,ch,no,0
1977,ch,pt,4
1977,ch,lu,0
1977,ch,at,0
1977,ch,se,0
1977,gb,fr,6
1977,gb,gb,0
1977,gb,ie,12
1977,gb,mc,7
1977,gb,gr,5
1977,gb,ch,4
1977,gb,be,10
1977,gb,de,8
1977,gb,es,3
1977,gb,fi,0
1977,gb,il,0
1977,gb,nl,1
1977,gb,it,0
1977,gb,no,2
1977,gb,pt,0
1977,gb,lu,0
1977,gb,at,0
1977,gb,se,0
1978,at,il,8
1978,at,be,4
1978,at,fr,12
1978,at,mc,1
1978,at,ie,6
1978,at,de,0
1978,at,lu,0
1978,at,gr,3
1978,at,es,7
1978,at,ch,10
1978,at,gb,5
1978,at,it,0
1978,at,nl,0
1978,at,se,0
1978,at,at,0
1978,at,dk,2
1978,at,pt,0
1978,at,fi,0
1978,at,tr,0
1978,at,no,0
1978,be,il,12
1978,be,be,0
1978,be,fr,8
1978,be,mc,6
1978,be,ie,10
1978,be,de,5
1978,be,lu,3
1978,be,gr,0
1978,be,es,2
1978,be,ch,7
1978,be,gb,4
1978,be,it,1
1978,be,nl,0
1978,be,se,0
1978,be,at,0
1978,be,dk,0
1978,be,pt,0
1978,be,fi,0
1978,be,tr,0
1978,be,no,0
1978,dk,il,6
1978,dk,be,0
1978,dk,fr,8
1978,dk,mc,10
1978,dk,ie,0
1978,dk,de,1
1978,dk,lu,7
1978,dk,gr,4
1978,dk,es,12
1978,dk,ch,3
1978,dk,gb,0
1978,dk,it,0
1978,dk,nl,5
1978,dk,se,0
1978,dk,at,2
1978,dk,dk,0
1978,dk,pt,0
1978,dk,fi,0
1978,dk,tr,0
1978,dk,no,0
1978,fi,il,10
1978,fi,be,6
1978,fi,fr,2
1978,fi,mc,8
1978,fi,ie,3
1978,fi,de,12
1978,fi,lu,0
1978,fi,gr,5
1978,fi,es,7
1978,fi,ch,1
1978,fi,gb,0
1978,fi,it,0
1978,fi,nl,0
1978,fi,se,4
1978,fi,at,0
1978,fi,dk,0
1978,fi,pt,0
1978,fi,fi,0
1978,fi,tr,0
1978,fi,no,0
1978,fr,il,8
1978,fr,be,12
1978,fr,fr,0
1978,fr,mc,1
1978,fr,ie,5
1978,fr,de,0
1978,fr,lu,0
1978,fr,gr,10
1978,fr,es,0
1978,fr,ch,7
1978,fr,gb,2
1978,fr,it,4
1978,fr,nl,0
1978,fr,se,3
1978,fr,at,0
1978,fr,dk,6
1978,fr,pt,0
1978,fr,fi,0
1978,fr,tr,0
1978,fr,no,0
1978,de,il,12
1978,de,be,3
1978,de,fr,10
1978,de,mc,7
1978,de,ie,5
1978,de,de,0
1978,de,lu,0
1978,de,gr,0
1978,de,es,0
1978,de,ch,6
1978,de,gb,8
1978,de,it,2
1978,de,nl,4
1978,de,se,0
1978,de,at,1
1978,de,dk,0
1978,de,pt,0
1978,de,fi,0
1978,de,tr,0
1978,de,no,0
1978,gr,il,5
1978,gr,be,12
1978,gr,fr,8
1978,gr,mc,4
1978,gr,ie,10
1978,gr,de,7
1978,gr,lu,1
1978,gr,gr,0
1978,gr,es,6
1978,gr,ch,0
1978,gr,gb,3
1978,gr,it,2
1978,gr,nl,0
1978,gr,se,0
1978,gr,at,0
1978,gr,dk,0
1978,gr,pt,0
1978,gr,fi,0
1978,gr,tr,0
1978,gr,no,0
1978,ie,il,8
1978,ie,be,12
1978,ie,fr,6
1978,ie,mc,4
1978,ie,ie,0
1978,ie,de,1
1978,ie,lu,2
1978,ie,gr,7
1978,ie,es,0
1978,ie,ch,0
1978,ie,gb,3
1978,ie,it,10
1978,ie,nl,0
1978,ie,se,5
1978,ie,at,0
1978,ie,dk,0
1978,ie,pt,0
1978,ie,fi,0
1978,ie,tr,0
1978,ie,no,0
1978,il,il,0
1978,il,be,7
1978,il,fr,5
1978,il,mc,8
1978,il,ie,0
1978,il,de,3
1978,il,lu,0
1978,il,gr,10
1978,il,es,6
1978,il,ch,1
1978,il,gb,2
1978,il,it,0
1978,il,nl,12
1978,il,se,0
1978,il,at,0
1978,il,dk,4
1978,il,pt,0
1978,il,fi,0
1978,il,tr,0
1978,il,no,0
1978,it,il,8
1978,it,be,6
1978,it,fr,10
1978,it,mc,7
1978,it,ie,0
1978,it,de,3
1978,it,lu,12
1978,it,gr,2
1978,it,es,0
1978,it,ch,1
1978,it,gb,0
1978,it,it,0
1978,it,nl,5
1978,it,se,0
1978,it,at,0
1978,it,dk,0
1978,it,pt,4
1978,it,fi,0
1978,it,tr,0
1978,it,no,0
1978,lu,il,12
1978,lu,be,7
1978,lu,fr,1
1978,lu,mc,0
1978,lu,ie,10
1978,lu,de,0
1978,lu,lu,0
1978,lu,gr,4
1978,lu,es,2
1978,lu,ch,8
1978,lu,gb,5
1978,lu,it,3
1978,lu,nl,6
1978,lu,se,0
1978,lu,at,0
1978,lu,dk,0
1978,lu,pt,0
1978,lu,fi,0
1978,lu,tr,0
1978,lu,no,0
1978,mc,il,3
1978,mc,be,12
1978,mc,fr,5
1978,mc,mc,0
1978,mc,ie,0
1978,mc,de,10
1978,mc,lu,6
1978,mc,gr,0
1978,mc,es,4
1978,mc,ch,2
1978,mc,gb,7
1978,mc,it,8
1978,mc,nl,1
1978,mc,se,0
1978,mc,at,0
1978,mc,dk,0
1978,mc,pt,0
1978,mc,fi,0
1978,mc,tr,0
1978,mc,no,0
1978,nl,il,12
1978,nl,be,5
1978,nl,fr,6
1978,nl,mc,10
1978,nl,ie,0
1978,nl,de,7
1978,nl,lu,3
1978,nl,gr,0
1978,nl,es,4
1978,nl,ch,8
1978,nl,gb,2
1978,nl,it,0
1978,nl,nl,0
1978,nl,se,0
1978,nl,at,0
1978,nl,dk,1
1978,nl,pt,0
1978,nl,fi,0
1978,nl,tr,0
1978,nl,no,0
1978,no,il,8
1978,no,be,7
1978,no,fr,3
1978,no,mc,4
1978,no,ie,12
1978,no,de,0
1978,no,lu,0
1978,no,gr,0
1978,no,es,0
1978,no,ch,5
1978,no,gb,0
1978,no,it,6
1978,no,nl,0
1978,no,se,10
1978,no,at,0
1978,no,dk,0
1978,no,pt,0
1978,no,fi,2
1978,no,tr,1
1978,no,no,0
1978,pt,il,10
1978,pt,be,4
1978,pt,fr,2
1978,pt,mc,5
1978,pt,ie,0
1978,pt,de,7
1978,pt,lu,12
1978,pt,gr,8
1978,pt,es,0
1978,pt,ch,0
1978,pt,gb,6
1978,pt,it,1
1978,pt,nl,0
1978,pt,se,0
1978,pt,at,3
1978,pt,dk,0
1978,pt,pt,0
1978,pt,fi,0
1978,pt,tr,0
1978,pt,no,0
1978,es,il,6
1978,es,be,2
1978,es,fr,5
1978,es,mc,0
1978,es,ie,0
1978,es,de,10
1978,es,lu,12
1978,es,gr,7
1978,es,es,0
1978,es,ch,4
1978,es,gb,3
1978,es,it,8
1978,es,nl,0
1978,es,se,0
1978,es,at,0
1978,es,dk,0
1978,es,pt,1
1978,es,fi,0
1978,es,tr,0
1978,es,no,0
1978,se,il,0
1978,se,be,4
1978,se,fr,10
1978,se,mc,12
1978,se,ie,8
1978,se,de,7
1978,se,lu,6
1978,se,gr,2
1978,se,es,0
1978,se,ch,0
1978,se,gb,3
1978,se,it,0
1978,se,nl,1
1978,se,se,0
1978,se,at,5
1978,se,dk,0
1978,se,pt,0
1978,se,fi,0
1978,se,tr,0
1978,se,no,0
1978,ch,il,12
1978,ch,be,10
1978,ch,fr,6
1978,ch,mc,5
1978,ch,ie,7
1978,ch,de,3
1978,ch,lu,0
1978,ch,gr,4
1978,ch,es,8
1978,ch,ch,0
1978,ch,gb,2
1978,ch,it,1
1978,ch,nl,0
1978,ch,se,0
1978,ch,at,0
1978,ch,dk,0
1978,ch,pt,0
1978,ch,fi,0
1978,ch,tr,0
1978,ch,no,0
1978,tr,il,12
1978,tr,be,0
1978,tr,fr,4
1978,tr,mc,5
1978,tr,ie,10
1978,tr,de,8
1978,tr,lu,2
1978,tr,gr,0
1978,tr,es,7
1978,tr,ch,0
1978,tr,gb,6
1978,tr,it,1
1978,tr,nl,0
1978,tr,se,0
1978,tr,at,3
1978,tr,dk,0
1978,tr,pt,0
1978,tr,fi,0
1978,tr,tr,0
1978,tr,no,0
1978,gb,il,5
1978,gb,be,12
1978,gb,fr,8
1978,gb,mc,10
1978,gb,ie,0
1978,gb,de,0
1978,gb,lu,7
1978,gb,gr,0
1978,gb,es,0
1978,gb,ch,2
1978,gb,gb,0
1978,gb,it,6
1978,gb,nl,3
1978,gb,se,4
1978,gb,at,0
1978,gb,dk,0
1978,gb,pt,0
1978,gb,fi,0
1978,gb,tr,1
1978,gb,no,0
1979,at,il,8
1979,at,es,10
1979,at,fr,5
1979,at,de,0
1979,at,ie,0
1979,at,dk,3
1979,at,gb,6
1979,at,gr,2
1979,at,pt,7
1979,at,ch,12
1979,at,no,1
1979,at,nl,4
1979,at,lu,0
1979,at,fi,0
1979,at,it,0
1979,at,mc,0
1979,at,se,0
1979,at,be,0
1979,at,at,0
1979,be,il,2
1979,be,es,12
1979,be,fr,6
1979,be,de,4
1979,be,ie,10
1979,be,dk,7
1979,be,gb,0
1979,be,gr,1
1979,be,pt,5
1979,be,ch,0
1979,be,no,8
1979,be,nl,3
1979,be,lu,0
1979,be,fi,0
1979,be,it,0
1979,be,mc,0
1979,be,se,0
1979,be,be,0
1979,be,at,0
1979,dk,il,6
1979,dk,es,3
1979,dk,fr,0
1979,dk,de,12
1979,dk,ie,5
1979,dk,dk,0
1979,dk,gb,10
1979,dk,gr,1
1979,dk,pt,0
1979,dk,ch,7
1979,dk,no,0
1979,dk,nl,8
1979,dk,lu,0
1979,dk,fi,0
1979,dk,it,0
1979,dk,mc,4
1979,dk,se,0
1979,dk,be,2
1979,dk,at,0
1979,fi,il,12
1979,fi,es,0
1979,fi,fr,1
1979,fi,de,3
1979,fi,ie,6
1979,fi,dk,0
1979,fi,gb,7
1979,fi,gr,0
1979,fi,pt,2
1979,fi,ch,10
1979,fi,no,0
1979,fi,nl,5
1979,fi,lu,4
1979,fi,fi,0
1979,fi,it,8
1979,fi,mc,0
1979,fi,se,0
1979,fi,be,0
1979,fi,at,0
1979,fr,il,1
1979,fr,es,8
1979,fr,fr,0
1979,fr,de,12
1979,fr,ie,0
1979,fr,dk,6
1979,fr,gb,0
1979,fr,gr,4
1979,fr,pt,10
1979,fr,ch,7
1979,fr,no,0
1979,fr,nl,0
1979,fr,lu,2
1979,fr,fi,5
1979,fr,it,0
1979,fr,mc,3
1979,fr,se,0
1979,fr,be,0
1979,fr,at,0
1979,de,il,0
1979,de,es,12
1979,de,fr,0
1979,de,de,0
1979,de,ie,6
1979,de,dk,10
1979,de,gb,8
1979,de,gr,2
1979,de,pt,4
1979,de,ch,7
1979,de,no,0
1979,de,nl,3
1979,de,lu,0
1979,de,fi,5
1979,de,it,0
1979,de,mc,0
1979,de,se,0
1979,de,be,1
1979,de,at,0
1979,gr,il,4
1979,gr,es,6
1979,gr,fr,8
1979,gr,de,0
1979,gr,ie,10
1979,gr,dk,12
1979,gr,gb,0
1979,gr,gr,0
1979,gr,pt,0
1979,gr,ch,2
1979,gr,no,0
1979,gr,nl,3
1979,gr,lu,5
1979,gr,fi,7
1979,gr,it,0
1979,gr,mc,0
1979,gr,se,1
1979,gr,be,0
1979,gr,at,0
1979,ie,il,12
1979,ie,es,0
1979,ie,fr,0
1979,ie,de,5
1979,ie,ie,0
1979,ie,dk,2
1979,ie,gb,7
1979,ie,gr,4
1979,ie,pt,0
1979,ie,ch,1
1979,ie,no,8
1979,ie,nl,10
1979,ie,lu,3
1979,ie,fi,0
1979,ie,it,0
1979,ie,mc,0
1979,ie,se,6
1979,ie,be,0
1979,ie,at,0
1979,il,il,0
1979,il,es,8
1979,il,fr,5
1979,il,de,6
1979,il,ie,3
1979,il,dk,12
1979,il,gb,0
1979,il,gr,10
1979,il,pt,0
1979,il,ch,4
1979,il,no,2
1979,il,nl,7
1979,il,lu,0
1979,il,fi,0
1979,il,it,0
1979,il,mc,0
1979,il,se,1
1979,il,be,0
1979,il,at,0
1979,it,il,0
1979,it,es,12
1979,it,fr,10
1979,it,de,1
1979,it,ie,5
1979,it,dk,0
1979,it,gb,8
1979,it,gr,0
1979,it,pt,6
1979,it,ch,0
1979,it,no,3
1979,it,nl,0
1979,it,lu,0
1979,it,fi,7
1979,it,it,0
1979,it,mc,2
1979,it,se,0
1979,it,be,0
1979,it,at,4
1979,lu,il,8
1979,lu,es,10
1979,lu,fr,12
1979,lu,de,1
1979,lu,ie,7
1979,lu,dk,4
1979,lu,gb,0
1979,lu,gr,5
1979,lu,pt,3
1979,lu,ch,0
1979,lu,no,2
1979,lu,nl,0
1979,lu,lu,0
1979,lu,fi,6
1979,lu,it,0
1979,lu,mc,0
1979,lu,se,0
1979,lu,be,0
1979,lu,at,0
1979,mc,il,8
1979,mc,es,0
1979,mc,fr,10
1979,mc,de,12
1979,mc,ie,0
1979,mc,dk,3
1979,mc,gb,1
1979,mc,gr,7
1979,mc,pt,5
1979,mc,ch,2
1979,mc,no,6
1979,mc,nl,0
1979,mc,lu,4
1979,mc,fi,0
1979,mc,it,0
1979,mc,mc,0
1979,mc,se,0
1979,mc,be,0
1979,mc,at,0
1979,nl,il,1
1979,nl,es,10
1979,nl,fr,12
1979,nl,de,2
1979,nl,ie,0
1979,nl,dk,8
1979,nl,gb,5
1979,nl,gr,7
1979,nl,pt,3
1979,nl,ch,0
1979,nl,no,6
1979,nl,nl,0
1979,nl,lu,4
1979,nl,fi,0
1979,nl,it,0
1979,nl,mc,0
1979,nl,se,0
1979,nl,be,0
1979,nl,at,0
1979,no,il,12
1979,no,es,1
1979,no,fr,7
1979,no,de,0
1979,no,ie,5
1979,no,dk,0
1979,no,gb,10
1979,no,gr,0
1979,no,pt,6
1979,no,ch,8
1979,no,no,0
1979,no,nl,4
1979,no,lu,2
1979,no,fi,0
1979,no,it,3
1979,no,mc,0
1979,no,se,0
1979,no,be,0
1979,no,at,0
1979,pt,il,12
1979,pt,es,0
1979,pt,fr,6
1979,pt,de,2
1979,pt,ie,5
1979,pt,dk,0
1979,pt,gb,4
1979,pt,gr,10
1979,pt,pt,0
1979,pt,ch,0
1979,pt,no,3
1979,pt,nl,0
1979,pt,lu,7
1979,pt,fi,0
1979,pt,it,8
1979,pt,mc,1
1979,pt,se,0
1979,pt,be,0
1979,pt,at,0
1979,es,il,10
1979,es,es,0
1979,es,fr,3
1979,es,de,12
1979,es,ie,0
1979,es,dk,4
1979,es,gb,5
1979,es,gr,7
1979,es,pt,6
1979,es,ch,0
1979,es,no,1
1979,es,nl,0
1979,es,lu,0
1979,es,fi,0
1979,es,it,8
1979,es,mc,2
1979,es,se,0
1979,es,be,0
1979,es,at,0
1979,se,il,12
1979,se,es,7
1979,se,fr,5
1979,se,de,6
1979,se,ie,8
1979,se,dk,1
1979,se,gb,0
1979,se,gr,2
1979,se,pt,3
1979,se,ch,0
1979,se,no,10
1979,se,nl,4
1979,se,lu,0
1979,se,fi,0
1979,se,it,0
1979,se,mc,0
1979,se,se,0
1979,se,be,0
1979,se,at,0
1979,ch,il,5
1979,ch,es,12
1979,ch,fr,10
1979,ch,de,0
1979,ch,ie,6
1979,ch,dk,1
1979,ch,gb,2
1979,ch,gr,7
1979,ch,pt,4
1979,ch,ch,0
1979,ch,no,0
1979,ch,nl,0
1979,ch,lu,3
1979,ch,fi,8
1979,ch,it,0
1979,ch,mc,0
1979,ch,se,0
1979,ch,be,0
1979,ch,at,0
1979,gb,il,12
1979,gb,es,5
1979,gb,fr,6
1979,gb,de,8
1979,gb,ie,4
1979,gb,dk,3
1979,gb,gb,0
1979,gb,gr,0
1979,gb,pt,0
1979,gb,ch,0
1979,gb,no,7
1979,gb,nl,0
1979,gb,lu,10
1979,gb,fi,0
1979,gb,it,0
1979,gb,mc,0
1979,gb,se,0
1979,gb,be,2
1979,gb,at,1
1980,at,ie,10
1980,at,de,8
1980,at,gb,7
1980,at,ch,6
1980,at,nl,12
1980,at,it,2
1980,at,pt,0
1980,at,at,0
1980,at,lu,1
1980,at,se,0
1980,at,fr,0
1980,at,es,4
1980,at,gr,5
1980,at,dk,0
1980,at,tr,3
1980,at,no,0
1980,at,be,0
1980,at,ma,0
1980,at,fi,0
1980,be,ie,12
1980,be,de,7
1980,be,gb,6
1980,be,ch,2
1980,be,nl,3
1980,be,it,10
1980,be,pt,4
1980,be,at,1
1980,be,lu,8
1980,be,se,0
1980,be,fr,5
1980,be,es,0
1980,be,gr,0
1980,be,dk,0
1980,be,tr,0
1980,be,no,0
1980,be,be,0
1980,be,ma,0
1980,be,fi,0
1980,dk,ie,12
1980,dk,de,7
1980,dk,gb,10
1980,dk,ch,8
1980,dk,nl,0
1980,dk,it,3
1980,dk,pt,6
1980,dk,at,5
1980,dk,lu,4
1980,dk,se,0
1980,dk,fr,1
1980,dk,es,0
1980,dk,gr,2
1980,dk,dk,0
1980,dk,tr,0
1980,dk,no,0
1980,dk,be,0
1980,dk,ma,0
1980,dk,fi,0
1980,fi,ie,8
1980,fi,de,2
1980,fi,gb,4
1980,fi,ch,12
1980,fi,nl,10
1980,fi,it,6
1980,fi,pt,1
1980,fi,at,5
1980,fi,lu,3
1980,fi,se,0
1980,fi,fr,0
1980,fi,es,0
1980,fi,gr,0
1980,fi,dk,7
1980,fi,tr,0
1980,fi,no,0
1980,fi,be,0
1980,fi,ma,0
1980,fi,fi,0
1980,fr,ie,8
1980,fr,de,10
1980,fr,gb,5
1980,fr,ch,0
1980,fr,nl,12
1980,fr,it,2
1980,fr,pt,6
1980,fr,at,4
1980,fr,lu,7
1980,fr,se,0
1980,fr,fr,0
1980,fr,es,0
1980,fr,gr,0
1980,fr,dk,0
1980,fr,tr,0
1980,fr,no,3
1980,fr,be,0
1980,fr,ma,0
1980,fr,fi,1
1980,de,ie,12
1980,de,de,0
1980,de,gb,3
1980,de,ch,10
1980,de,nl,8
1980,de,it,7
1980,de,pt,1
1980,de,at,4
1980,de,lu,0
1980,de,se,2
1980,de,fr,0
1980,de,es,0
1980,de,gr,0
1980,de,dk,5
1980,de,tr,0
1980,de,no,6
1980,de,be,0
1980,de,ma,0
1980,de,fi,0
1980,gr,ie,12
1980,gr,de,0
1980,gr,gb,0
1980,gr,ch,0
1980,gr,nl,6
1980,gr,it,2
1980,gr,pt,5
1980,gr,at,1
1980,gr,lu,0
1980,gr,se,10
1980,gr,fr,7
1980,gr,es,8
1980,gr,gr,0
1980,gr,dk,4
1980,gr,tr,0
1980,gr,no,0
1980,gr,be,3
1980,gr,ma,0
1980,gr,fi,0
1980,ie,ie,0
1980,ie,de,5
1980,ie,gb,6
1980,ie,ch,12
1980,ie,nl,1
1980,ie,it,2
1980,ie,pt,7
1980,ie,at,10
1980,ie,lu,8
1980,ie,se,0
1980,ie,fr,3
1980,ie,es,0
1980,ie,gr,4
1980,ie,dk,0
1980,ie,tr,0
1980,ie,no,0
1980,ie,be,0
1980,ie,ma,0
1980,ie,fi,0
1980,it,ie,1
1980,it,de,12
1980,it,gb,0
1980,it,ch,3
1980,it,nl,0
1980,it,it,0
1980,it,pt,10
1980,it,at,4
1980,it,lu,0
1980,it,se,5
1980,it,fr,0
1980,it,es,6
1980,it,gr,2
1980,it,dk,0
1980,it,tr,8
1980,it,no,0
1980,it,be,0
1980,it,ma,7
1980,it,fi,0
1980,lu,ie,7
1980,lu,de,3
1980,lu,gb,8
1980,lu,ch,5
1980,lu,nl,12
1980,lu,it,0
1980,lu,pt,4
1980,lu,at,0
1980,lu,lu,0
1980,lu,se,10
1980,lu,fr,2
1980,lu,es,6
1980,lu,gr,1
1980,lu,dk,0
1980,lu,tr,0
1980,lu,no,0
1980,lu,be,0
1980,lu,ma,0
1980,lu,fi,0
1980,ma,ie,0
1980,ma,de,10
1980,ma,gb,8
1980,ma,ch,7
1980,ma,nl,0
1980,ma,it,0
1980,ma,pt,0
1980,ma,at,3
1980,ma,lu,0
1980,ma,se,6
1980,ma,fr,1
1980,ma,es,5
1980,ma,gr,0
1980,ma,dk,2
1980,ma,tr,12
1980,ma,no,4
1980,ma,be,0
1980,ma,ma,0
1980,ma,fi,0
1980,nl,ie,6
1980,nl,de,12
1980,nl,gb,7
1980,nl,ch,10
1980,nl,nl,0
1980,nl,it,1
1980,nl,pt,5
1980,nl,at,3
1980,nl,lu,0
1980,nl,se,0
1980,nl,fr,4
1980,nl,es,0
1980,nl,gr,8
1980,nl,dk,0
1980,nl,tr,0
1980,nl,no,2
1980,nl,be,0
1980,nl,ma,0
1980,nl,fi,0
1980,no,ie,12
1980,no,de,0
1980,no,gb,0
1980,no,ch,10
1980,no,nl,0
1980,no,it,2
1980,no,pt,8
1980,no,at,6
1980,no,lu,7
1980,no,se,0
1980,no,fr,3
1980,no,es,0
1980,no,gr,4
1980,no,dk,1
1980,no,tr,0
1980,no,no,0
1980,no,be,0
1980,no,ma,0
1980,no,fi,5
1980,pt,ie,5
1980,pt,de,8
1980,pt,gb,7
1980,pt,ch,6
1980,pt,nl,4
1980,pt,it,12
1980,pt,pt,0
1980,pt,at,3
1980,pt,lu,0
1980,pt,se,0
1980,pt,fr,0
1980,pt,es,2
1980,pt,gr,1
1980,pt,dk,0
1980,pt,tr,0
1980,pt,no,0
1980,pt,be,10
1980,pt,ma,0
1980,pt,fi,0
1980,es,ie,7
1980,es,de,12
1980,es,gb,8
1980,es,ch,2
1980,es,nl,5
1980,es,it,10
1980,es,pt,0
1980,es,at,4
1980,es,lu,3
1980,es,se,1
1980,es,fr,6
1980,es,es,0
1980,es,gr,0
1980,es,dk,0
1980,es,tr,0
1980,es,no,0
1980,es,be,0
1980,es,ma,0
1980,es,fi,0
1980,se,ie,7
1980,se,de,5
1980,se,gb,12
1980,se,ch,2
1980,se,nl,3
1980,se,it,10
1980,se,pt,8
1980,se,at,1
1980,se,lu,6
1980,se,se,0
1980,se,fr,4
1980,se,es,0
1980,se,gr,0
1980,se,dk,0
1980,se,tr,0
1980,se,no,0
1980,se,be,0
1980,se,ma,0
1980,se,fi,0
1980,ch,ie,12
1980,ch,de,7
1980,ch,gb,10
